title,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Coulomb,r_psp_MMGBSA_dG_Bind_Covalent,r_psp_MMGBSA_dG_Bind_Hbond,r_psp_MMGBSA_dG_Bind_Lipo,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind_SelfCont,r_psp_MMGBSA_dG_Bind_Solv_GB,r_psp_MMGBSA_dG_Bind_Solv_SA,r_psp_MMGBSA_dG_Bind_vdW,r_psp_Lig_Strain_Energy,r_psp_Lig_Strain_Coulomb,r_psp_Lig_Strain_Covalent,r_psp_Lig_Strain_Hbond,r_psp_Lig_Strain_Lipo,r_psp_Lig_Strain_Packing,r_psp_Lig_Strain_SelfCont,r_psp_Lig_Strain_Solv_GB,r_psp_Lig_Strain_Solv_SA,r_psp_Lig_Strain_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Complex_Energy,r_psp_Complex_Coulomb,r_psp_Complex_Covalent,r_psp_Complex_Hbond,r_psp_Complex_Lipo,r_psp_Complex_Packing,r_psp_Complex_SelfCont,r_psp_Complex_Solv_GB,r_psp_Complex_Solv_SA,r_psp_Complex_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Receptor_Energy,r_psp_Receptor_Coulomb,r_psp_Receptor_Covalent,r_psp_Receptor_Hbond,r_psp_Receptor_Lipo,r_psp_Receptor_Packing,r_psp_Receptor_SelfCont,r_psp_Receptor_Solv_GB,r_psp_Receptor_Solv_SA,r_psp_Receptor_vdW,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Coulomb,r_psp_MMGBSA_dG_Bind(NS)_Covalent,r_psp_MMGBSA_dG_Bind(NS)_Hbond,r_psp_MMGBSA_dG_Bind(NS)_Lipo,r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_MMGBSA_dG_Bind(NS)_SelfCont,r_psp_MMGBSA_dG_Bind(NS)_Solv_GB,r_psp_MMGBSA_dG_Bind(NS)_Solv_SA,r_psp_MMGBSA_dG_Bind(NS)_vdW,r_psp_Rec_Strain_Energy,r_psp_Rec_Strain_Coulomb,r_psp_Rec_Strain_Covalent,r_psp_Rec_Strain_Hbond,r_psp_Rec_Strain_Lipo,r_psp_Rec_Strain_Packing,r_psp_Rec_Strain_SelfCont,r_psp_Rec_Strain_Solv_GB,r_psp_Rec_Strain_Solv_SA,r_psp_Rec_Strain_vdW,r_psp_Prime_MMGBSA_ligand_efficiency,r_psp_Prime_MMGBSA_ligand_efficiency_sa,r_psp_Prime_MMGBSA_ligand_efficiency_ln
HMDB0028799,-28.203558868674,-422.776760142847,14.4666512691264,0.0,-7.45130649111894,0.0,0.0,411.349352705422,,-23.7914962092633,8.30221835817071,-2.20363894935084,5.77269095175847,0.0,0.00592669530453271,0.0,0.0,3.60777962156612,,1.1194600388924,-65.8628468941626,-12.8795386920972,15.5254176265374,0.0,-0.75389200473957,0.0,0.0,-72.0686315041066,,4.31379768024333,-4700.95843179574,1096.77934328736,484.252556418061,0.0,-62.8231302650562,0.0,0.0,-6230.85290669446,,11.6857054583681,-65.8628468941626,-12.8795386920972,15.5254176265374,0.0,-0.75389200473957,0.0,0.0,-72.0686315041066,,4.31379768024333,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-55.3548610436719,-539.477585168118,-2.8421709430404e-13,0.0,-6.03957003416185,0.0,0.0,526.336852802589,,-36.1745586439812,18.8490838168273,118.904463974621,8.69396031736824,0.0,-1.41766315226162,0.0,0.0,-118.595279718734,,11.2636023958255,-1.4101779434337,-2.11526691515055,-7.05842056920106
HMDB0028879,-38.097594499206,-601.810089281396,7.11621796318229,0.0,-8.77872764135761,0.0,0.0,593.501893638074,,-28.1268891777164,6.54376205731177,-4.27026039473846,5.06715558627056,0.0,0.173994127722071,0.0,0.0,3.92936506299284,,1.64350767506478,-4.41255677313319,51.7981951205178,14.2409662506998,0.0,-0.732497702816404,0.0,0.0,-73.6071619575852,,3.88794151605074,-4649.40217730524,982.423747961421,475.617671736279,0.0,-64.1291571133717,0.0,0.0,-6050.23889621529,,6.92445632572247,-4.41255677313319,51.7981951205178,14.2409662506998,0.0,-0.732497702816404,0.0,0.0,-73.6071619575852,,3.88794151605074,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-57.5424120574353,-663.894296763112,0.0,0.0,-7.75202375652314,0.0,0.0,656.092915380788,,-41.9890069185898,12.9010555009172,66.354467876454,2.04906237691176,0.0,-1.20069801255654,0.0,0.0,-66.5203868057069,,12.2186100658086,-1.731708840873,-2.5975632613095,-9.31244173912982
endogenous	DA,-55.6000588134739,-880.275106162282,4.73810166589561,0.0,-6.12994658782953,0.0,0.0,844.41176496112,,-18.3448726903874,2.22528663413448,-1.78916194080615,2.54814487161328,0.0,0.0739916918711045,0.0,0.0,0.795600551493251,,0.596711459963012,-29.3095609670223,67.5979147415285,19.661204353493,0.0,-0.769842193252174,0.0,0.0,-119.098160595643,,3.29932272685117,-4691.8016458134,719.758450701547,478.659793541786,0.0,-61.5177205502794,0.0,0.0,-5844.8200235303,,16.1178540238519,-29.3095609670223,67.5979147415285,19.661204353493,0.0,-0.769842193252174,0.0,0.0,-119.098160595643,,3.29932272685117,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-72.9573458263403,-959.097091225486,5.6843418860808e-14,0.0,-6.1723446456629,0.0,0.0,920.258215260964,,-27.9461252161547,15.1320003787314,80.6111470040103,2.1899567942823,0.0,-0.0315936340377334,0.0,0.0,-76.6420508513374,,9.00454106580435,-2.52727540061245,-3.79091310091867,-13.5906824354345
HMDB0028711,-57.0401383754179,-953.175691142267,7.61357745516386,0.0,-7.2870579799346,0.0,0.0,908.709014527414,,-12.8999812358025,6.75680869959487,3.60767577075452,4.33080766311829,0.0,0.116579093383988,0.0,0.0,-2.42770158629857,,1.12944775863669,-37.2861385083876,57.8578211829703,13.6608836632714,0.0,-0.791085153822025,0.0,0.0,-112.764423493758,,4.75066529295019,-4701.21830291671,637.117772163003,475.534948640832,0.0,-62.6960749029543,0.0,0.0,-5774.18903686212,,23.0140880445358,-37.2861385083876,57.8578211829703,13.6608836632714,0.0,-0.791085153822025,0.0,0.0,-112.764423493758,,4.75066529295019,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-70.4093842967104,-958.9956078492,-5.6843418860808e-14,0.0,-7.35856759758943,0.0,0.0,927.869446367571,,-31.9246552174943,6.61243722169729,2.21224093617889,3.2827697920456,0.0,-0.0450694757291643,0.0,0.0,-16.7327302538588,,17.8952262230552,-2.59273356251899,-3.88910034377849,-13.942690408552
HMDB0033108,-72.8045956227252,-654.710666176534,0.885525354916467,0.0,-10.0862035387204,0.0,0.0,614.84710221091,,-23.7403534733042,8.94265667735306,6.17381462482177,2.70879726914841,0.0,0.179314322220296,0.0,0.0,-1.79169693097634,,1.67242739213895,60.0126681695988,82.4478925659452,18.5849022757749,0.0,-3.97340312101866,0.0,0.0,-52.0382415875947,,14.991518036492,-4619.68395348603,960.172868511711,473.730915153088,0.0,-68.6775384289368,0.0,0.0,-6007.32476727246,,22.4145685505759,60.0126681695988,82.4478925659452,18.5849022757749,0.0,-3.97340312101866,0.0,0.0,-52.0382415875947,,14.991518036492,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-84.6767056199469,-665.240289807037,-2.8421709430404e-13,0.0,-10.21806253665,0.0,0.0,625.548862772915,,-34.7672160491756,2.92945331986903,4.35580900568107,-1.82327191423167,0.0,-0.047455324290695,0.0,0.0,-8.91006363102861,,9.35443518373246,-2.8001767547202,-4.2002651320803,-17.0979203906339
HMDB0028711,-46.5793506317541,-711.522252160247,-0.751971534432016,0.0,-6.13850709699404,0.0,0.0,682.105562096232,,-10.2721819363189,7.16186189305239,7.94309010641057,-0.0130819204243302,0.0,0.0686829029263856,0.0,0.0,0.430018227651658,,-1.2668474235119,-5.60279524782561,53.2216524065845,17.8219152772102,0.0,-0.987882255545852,0.0,0.0,-81.4265662514227,,5.76808557534815,-4659.07417191248,874.135042368638,471.330431265175,0.0,-61.7443211217376,0.0,0.0,-5969.45463205097,,26.6593076264174,-5.60279524782561,53.2216524065845,17.8219152772102,0.0,-0.987882255545852,0.0,0.0,-81.4265662514227,,5.76808557534815,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-55.1444547458404,-712.62425767251,1.70530256582424e-13,0.0,-7.04099736217042,0.0,0.0,692.984680341224,,-28.4638800523831,1.40324222103391,-6.84108459414733,-0.73888961400786,0.0,0.833807362249985,0.0,0.0,-11.3091364726433,,19.4585455395761,-2.11724321053428,-3.17586481580142,-11.3856923174966
HMDB0014474,-56.9999928643992,-607.448205717579,7.93572370909197,0.0,-9.87215229974202,0.0,0.0,571.596493726395,,-19.2118522825729,5.7754897750464,-0.218457246353523,4.83857549866223,0.0,0.230748730288757,0.0,0.0,-0.819076806874861,,1.74369959932385,29.9431050606925,73.4385058614444,8.20510627770266,0.0,-1.12050886467258,0.0,0.0,-51.9662626661497,,1.38626445236767,-4633.94891383661,998.425942266165,470.401317509192,0.0,-65.6105929336123,0.0,0.0,-6050.50339683553,,13.3378161571828,29.9431050606925,73.4385058614444,8.20510627770266,0.0,-1.12050886467258,0.0,0.0,-51.9662626661497,,1.38626445236767,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-75.4998253574613,-612.392007927834,0.0,0.0,-10.0144340558392,0.0,0.0,586.674442285419,,-39.767825659208,12.7243427180156,5.16225945660767,3.09714821042974,0.0,-0.08846697419159,0.0,0.0,-14.2588717521485,,18.8122737773112,-4.0714280617428,-6.10714209261421,-15.663395132724
HMDB0028894,-39.4577690604556,-471.869189886799,5.75633000523084,0.0,-6.58355269706159,0.0,0.0,456.941732755624,,-23.7030892374558,2.72128609963568,1.20872761499681,3.52155842625783,0.0,0.0442675687622796,0.0,0.0,-1.92302165432436,,-0.130245856056926,-35.3041287318457,13.0928730877467,11.4096761692943,0.0,-0.711528116474169,0.0,0.0,-65.8461210604181,,6.75097118800565,-4681.6539238252,1073.65932532325,471.426493696922,0.0,-61.9130125827335,0.0,0.0,-6179.03801620057,,14.211285937938,-35.3041287318457,13.0928730877467,11.4096761692943,0.0,-0.711528116474169,0.0,0.0,-65.8461210604181,,6.75097118800565,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-55.0114097821524,-520.933716551484,-1.70530256582424e-13,0.0,-5.88664273697692,0.0,0.0,506.637046227734,,-34.8280967214238,12.8323546220618,47.8557990496886,2.23477157897315,0.0,-0.741177528846947,0.0,0.0,-47.7722918177851,,11.255253340025,-2.32104523885033,-3.48156785827549,-10.2936532665574
HMDB0000817,-61.131481133345,-621.106474926312,9.15363451944557,0.0,-7.77158085683646,0.0,0.0,586.781228695102,,-28.188288564752,6.28287505480517,6.37742161298581,4.47296298814158,0.0,-0.0219029703711033,0.0,0.0,-3.51533078593084,,-1.03027579002032,-46.1204464335261,-12.875840726814,2.44749469233499,0.0,-0.49178181601413,0.0,0.0,-53.8724821566882,,18.6721635736553,-4714.14395359977,898.453326469174,465.861616734178,0.0,-62.8812944420483,0.0,0.0,-6037.22488135737,,21.6472789962914,-46.1204464335261,-12.875840726814,2.44749469233499,0.0,-0.49178181601413,0.0,0.0,-53.8724821566882,,18.6721635736553,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-84.6418480507764,-691.449401237935,-1.70530256582424e-13,0.0,-6.82964429958935,0.0,0.0,650.381914074855,,-36.7447165881061,17.2274918626263,63.965504698637,4.6806715313042,0.0,-0.920033586876009,0.0,0.0,-60.0853545938216,,9.58670381337442,-3.59596947843206,-5.39395421764809,-15.9478420965365
endogenous	BA,-42.642091554525,-372.301988996724,5.23183508823371,0.0,-6.08089359820099,0.0,0.0,356.89716807266,,-26.3882121204989,3.54788109808564,2.56785692915612,2.61725304344585,0.0,-0.0180236732934912,0.0,0.0,-1.88469780736027,,0.265492606137396,-31.4806350135086,15.5850735405001,7.86324321898324,0.0,-0.148622502009013,0.0,0.0,-58.0828627573553,,3.30253348637226,-4681.01475260093,1175.71872666608,467.355565829614,0.0,-60.8474478694077,0.0,0.0,-6271.31932258048,,8.07772535326143,-31.4806350135086,15.5850735405001,7.86324321898324,0.0,-0.148622502009013,0.0,0.0,-58.0828627573553,,3.30253348637226,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-51.3209905717085,-413.876524634422,-5.6843418860808e-14,0.0,-4.96242353111204,0.0,0.0,401.55799758542,,-34.0400399915924,5.13101791909776,39.0066787085418,2.61458204478794,0.0,-1.10044639379546,0.0,0.0,-42.7761317054001,,7.38633526495602,-2.66513072215781,-3.99769608323672,-11.303138161641
DB02044 ZINC000003870614 dball,-43.7823308617917,-529.545493560752,7.63874453161418,0.0,-11.2140751262925,0.0,0.0,505.615023801087,,-16.2765305074558,0.761100287557433,0.145966931185171,0.0791352226246407,0.0,0.00168388651308515,0.0,0.0,0.197068370275851,,0.337245876958681,-22.1314553237299,24.6744529098115,0.883869511858464,0.0,-0.77804217647368,0.0,0.0,-57.3059016402394,,10.3941660713132,-4672.80581221842,1027.56460147136,462.78310156587,0.0,-66.6100490719639,0.0,0.0,-6121.82450573493,,25.2810395512454,-22.1314553237299,24.6744529098115,0.883869511858464,0.0,-0.77804217647368,0.0,0.0,-57.3059016402394,,10.3941660713132,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-62.4314795936143,-660.694231659674,0.157292543414428,0.0,-11.2832103905297,0.0,0.0,642.935446274509,,-33.5467763613326,17.8880484442652,131.002771167737,7.40231676557511,0.0,0.0674513777241543,0.0,0.0,-137.517490843697,,16.932999976918,-3.36787160475321,-5.05180740712981,-12.2813331892511
HMDB0028899,-67.2630732202497,-815.337837242818,2.57157291429274,0.0,-5.46122056514905,0.0,0.0,766.664443304189,,-15.7000316307717,2.23011554898288,-2.4340514112419,1.9888733421398,0.0,0.0709238109170265,0.0,0.0,2.3433410193623,,0.261028787805656,-50.9785719018264,32.7472531127483,14.0744944362953,0.0,-0.345821463351656,0.0,0.0,-103.552368223096,,6.09787023557764,-4725.13367115498,749.845057992231,470.906554872985,0.0,-60.4249737976984,0.0,0.0,-5907.02155281469,,21.561242592194,-50.9785719018264,32.7472531127483,14.0744944362953,0.0,-0.345821463351656,0.0,0.0,-103.552368223096,,6.09787023557764,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-73.9091994151704,-811.339436190577,-0.0681412506374954,0.0,-5.97898959636747,0.0,0.0,772.640795534864,,-29.1634279124521,4.4160106459376,-1.56434964099867,0.650840822790428,0.0,0.446845220301398,0.0,0.0,-8.31969325003683,,13.2023674938747,-3.36315366101248,-5.04473049151873,-16.8337287423971
endogenous	CA,-67.6819928830082,-813.705082829493,2.65936054806986,0.0,-5.45372458501189,0.0,0.0,764.769289964563,,-15.9518359811404,2.22255689021007,-2.4246369486179,2.00892666257431,0.0,0.0710425585077182,0.0,0.0,2.34022237851153,,0.227002239234414,-50.9834288453463,32.7468081646683,14.0743443936888,0.0,-0.34581156692922,0.0,0.0,-103.556744606634,,6.09797476986027,-4725.55744776125,751.477367457475,470.994192464156,0.0,-60.4174679211388,0.0,0.0,-5908.92108253785,,21.3095427761079,-50.9834288453463,32.7468081646683,14.0743443936888,0.0,-0.34581156692922,0.0,0.0,-103.556744606634,,6.09797476986027,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-73.7909285680671,-811.044668208098,-0.0680238705095348,0.0,-5.97127826363457,0.0,0.0,772.40867196385,,-29.1156301896728,3.8863787948485,-0.235777672777886,0.71845775600508,0.0,0.446511120114963,0.0,0.0,-9.97960437779875,,12.936791969298,-3.38409964415041,-5.07614946622562,-16.9385705170904
ZINC000003999163	CRCKRJPZGIYCML-UHFFFAOYSA-N	biogenic	CB,-96.9048159766362,-1223.80600978742,15.833170711123,0.0,-0.912650938181855,0.0,0.0,1116.94123214179,,-4.96055810395806,9.57803394954635,-2.0645278391801,11.1654791479604,0.0,0.0,0.0,0.0,-0.401117972000577,,0.878200612766593,-106.630378475637,-13.3299289834485,10.1656638770805,0.0,0.0,0.0,0.0,-114.455692836899,,10.9895794676296,-4810.42722048517,295.299703351436,480.259322110601,0.0,-55.5305827073796,0.0,0.0,-5567.64808859089,,37.1924253510597,-106.630378475637,-13.3299289834485,10.1656638770805,0.0,0.0,0.0,0.0,-114.455692836899,,10.9895794676296,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-91.65285509158,-1105.39074067456,-1.70530256582424e-13,0.0,-1.86402332263046,0.0,0.0,1048.71839698288,,-33.116488077269,-14.829994834603,-116.350741273674,4.6676915631628,0.0,0.951372384448604,0.0,0.0,68.6239531309066,,27.2777293605444,-5.70028329274331,-8.55042493911496,-25.2803085241516
ZINC000000519532	QJRNXKWLLGNRGA-UHFFFAOYSA-N	biogenic	AB,-60.1423098312953,-1234.63399904459,11.0995467352225,0.0,-2.57904902624384,0.0,0.0,1184.17634851808,,-18.2051570137727,0.938271309598193,-0.241182866881843,1.60971639512342,0.0,0.0,0.0,0.0,-0.283778638251448,,-0.146483580391912,-70.5830797027588,70.0017357518821,7.5246443778386,0.0,0.0,0.0,0.0,-158.067021719337,,9.95756188685708,-4737.61741556695,367.803378829596,472.884678635458,0.0,-57.1969807954415,0.0,0.0,-5544.02430109704,,22.9158088604725,-70.5830797027588,70.0017357518821,7.5246443778386,0.0,0.0,0.0,0.0,-158.067021719337,,9.95756188685708,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-98.2663937800717,-1344.28752766693,5.6843418860808e-14,0.0,-2.04638318506851,0.0,0.0,1276.92626153719,,-28.8587444652655,37.1858126391789,109.89471148923,9.4898303400991,0.0,-0.53266584117533,0.0,0.0,-92.4661343808657,,10.8000710318847,-5.01185915260794,-7.51778872891191,-17.2579399895702
HMDB0028723,-65.0956541084815,-686.459177747117,4.65582721812285,0.0,-3.90727310134951,0.0,0.0,637.409351024276,,-16.7943815024195,3.96264719007823,-5.38538099050613,3.46994927545653,0.0,-0.0334549451952806,0.0,0.0,5.16805404073443,,0.743479809588683,-51.8120409042195,25.1225308903939,11.4437917877108,0.0,-0.237373850071713,0.0,0.0,-95.2991870887055,,7.15819735645317,-4723.7997210456,871.098995265576,470.360106528231,0.0,-58.7625787206189,0.0,0.0,-6028.02346396021,,21.5272198414218,-51.8120409042195,25.1225308903939,11.4437917877108,0.0,-0.237373850071713,0.0,0.0,-95.2991870887055,,7.15819735645317,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-64.7436522442731,-653.482572887977,-0.0710751218200585,0.0,-4.19103388338447,0.0,0.0,623.74488412139,,-30.7438544724806,-4.31464905428675,-27.591223868634,1.25695306448637,0.0,0.317215727230241,0.0,0.0,8.49641286215137,,13.2059931604724,-3.09979305278484,-4.64968957917725,-16.0947689401675
endogenous	AB,-61.9500362868748,-819.69608458326,0.674926536717123,0.0,-4.9601750211996,0.0,0.0,770.346128758169,,-8.31483197730978,1.68347028445815,-0.0289759253984343,0.506037610495979,0.0,-0.00189414696588383,0.0,0.0,0.434071384492484,,0.774231361834001,-24.1846812183343,47.9241618106146,6.26597196780341,0.0,-0.125280872830138,0.0,0.0,-77.6607778817456,,-0.588756242176539,-4693.02674353811,760.663719349654,461.201386026918,0.0,-59.7033876632274,0.0,0.0,-5877.44827701936,,22.2598157679018,-24.1846812183343,47.9241618106146,6.26597196780341,0.0,-0.125280872830138,0.0,0.0,-77.6607778817456,,-0.588756242176539,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-56.2869363661157,-785.64656365659,0.247703630476849,0.0,-4.68042493546829,0.0,0.0,754.559946995704,,-20.7675984002408,-7.34657020521718,-34.0205450012716,-0.0788147042557057,0.0,-0.277855938765427,0.0,0.0,15.3521103779722,,11.678535061097,-7.74375453585935,-11.615631803789,-20.1172957656085
endogenous	DA,-59.5921515816972,-592.667685867632,6.45633646516779,0.0,-7.78773781956703,0.0,0.0,564.742007823919,,-30.3350721835918,5.82517596540359,1.49265376787239,3.34071495900161,0.0,-0.0276791194761339,0.0,0.0,-1.28722807485268,,2.3067144328584,-34.6835836881183,31.8318617064111,7.57323730286446,0.0,-0.480575492655793,0.0,0.0,-79.7700606724169,,6.16195346767877,-4701.16776130272,971.599817961079,468.290061290429,0.0,-62.8862450814205,0.0,0.0,-6085.16168074428,,6.99028527147505,-34.6835836881183,31.8318617064111,7.57323730286446,0.0,-0.480575492655793,0.0,0.0,-79.7700606724169,,6.16195346767877,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-69.3977102016515,-595.598670158533,2.8421709430404e-13,0.0,-7.77469341321727,0.0,0.0,582.49449455637,,-48.5188411862708,3.98038265455125,1.43833052302875,3.11562150616589,0.0,0.0146347131263695,0.0,0.0,-16.4652586575976,,15.8770545698205,-2.83772150389034,-4.25658225583551,-14.7340390612941
DB03910 ZINC000003806239 dball,-52.2984492361256,-779.340149687608,8.81614585363792,0.0,-13.7908888316019,0.0,0.0,759.48276317285,,-27.4663197434139,4.83246741046359,-1.32970707548836,4.4049199320266,0.0,0.162190824906528,0.0,0.0,1.21060010892064,,0.384463620098185,-38.6815315902154,21.9942689031701,9.89019189751422,0.0,-1.95249358668285,0.0,0.0,-79.0903573725771,,10.4768585683602,-4697.87200685924,775.089761337862,472.966825273549,0.0,-70.3613141874825,0.0,0.0,-5889.74122209551,,14.1739428123344,-38.6815315902154,21.9942689031701,9.89019189751422,0.0,-1.95249358668285,0.0,0.0,-79.0903573725771,,10.4768585683602,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-63.2235235489516,-845.220556051439,-1.13686837721616e-13,0.0,-12.26528703128,0.0,0.0,836.622508040262,,-42.3601885064971,6.09260690236169,67.2101134393195,4.41122592161145,0.0,-1.68779262522843,0.0,0.0,-78.3503449763321,,14.509405142985,-2.90546940200698,-4.35820410301047,-13.4430467036928
endogenous	GC,-85.155822175554,-522.445976726663,8.37225159237448,0.0,-10.1497721605961,0.0,0.0,473.321976505832,,-34.254301386509,4.25289513766393,-1.81462144858346,1.65423538143033,0.0,0.426660913842854,0.0,0.0,0.494518592153213,,3.49210169882103,-55.7130471641159,-23.7744635679581,18.7284745730132,0.0,-1.7183240657409,0.0,0.0,-60.3293051744025,,11.3805710709724,-4747.76089537257,986.215201827679,481.361213687785,0.0,-66.4860279955347,0.0,0.0,-6157.14095656435,,8.28967367185152,-55.7130471641159,-23.7744635679581,18.7284745730132,0.0,-1.7183240657409,0.0,0.0,-60.3293051744025,,11.3805710709724,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-77.2917787142414,-509.701191678408,-0.066925587250239,0.0,-9.88870329277891,0.0,0.0,502.68706786997,,-60.3220260257737,-12.116938598976,-10.930163599671,6.78494179819444,0.0,-0.687729781659989,0.0,0.0,-29.859609956291,,22.5756229404437,-3.15391933983533,-4.730879009753,-19.8228714990194
DB00927 ZINC000001530636 dball,-35.5154785331897,-495.811941944601,0.704460016161022,0.0,-4.16027962102415,0.0,0.0,485.428462426318,,-21.67617941005,7.77313774441055,4.51705070752469,3.06963815961971,0.0,0.149386731417687,0.0,0.0,-4.38136312120213,,4.41842526705053,-125.654517843851,-93.3335253955532,19.2090296714162,0.0,-0.57345090053198,0.0,0.0,-45.8481119596625,,-5.10845925951977,-4768.06202240994,943.290174782145,474.173977209974,0.0,-59.3516622907538,0.0,0.0,-6130.55327742912,,4.37876531781836,-125.654517843851,-93.3335253955532,19.2090296714162,0.0,-0.57345090053198,0.0,0.0,-45.8481119596625,,-5.10845925951977,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-43.3702997283262,-476.708855825558,-1.13686837721616e-13,0.0,-4.78538628016707,0.0,0.0,475.698553800094,,-37.5746114226976,0.0816834507259045,-23.6201368265686,-2.36517814345859,0.0,0.475719927725244,0.0,0.0,14.1112717474252,,11.4800067455971,-1.77577392665949,-2.66366088998923,-8.88835289797847
HMDB0028714,-49.4891492333518,-600.381046363633,11.690393239158,0.0,-7.67828338805272,0.0,0.0,573.691568555249,,-26.8117812760811,8.09218210819762,4.1538678894538,7.59905368099514,0.0,-0.347169851602102,0.0,0.0,-4.42185996854649,,1.10829035789723,-24.064443935421,30.1899898911306,15.636985693475,0.0,-0.595241741217843,0.0,0.0,-74.0852198478055,,4.78904206899675,-4680.44561920167,962.244585649798,481.58786645503,0.0,-62.8914568984683,0.0,0.0,-6070.52727918834,,9.14066478030378,-24.064443935421,30.1899898911306,15.636985693475,0.0,-0.595241741217843,0.0,0.0,-74.0852198478055,,4.78904206899675,-4606.8920260329,1532.4356421223,454.260487522397,0.0,-54.6179317691977,0.0,0.0,-6570.13362789578,,31.1634039873881,-59.8939809046879,-543.587232538461,0.244317609909615,0.0,-6.97403026345213,0.0,0.0,532.740039806517,,-42.317075519203,2.31264956313862,-60.9476817146253,3.84702194825326,0.0,-0.357083272998487,0.0,0.0,45.3733887172793,,14.3970038852247,-2.35662615396913,-3.5349392309537,-12.2360921457042
